id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
swsh45sv-SV118,Ditto V,Pokémon,170,,2,SV118,Saki Hayashiro,Rare Holo V
swsh45sv-SV121,Eternatus V,Pokémon,220,,2,SV121,5ban Graphics,Rare Secret
swsh45sv-SV122,Eternatus VMAX,Pokémon,340,Eternatus V,3,SV122,5ban Graphics,Rare Secret
swshp-SWSH080,Dedenne,Pokémon,70,,1,SWSH080,Yuu Nishida,Promo
swshp-SWSH083,Alakazam V,Pokémon,190,,1,SWSH083,Ayaka Yoshida,Promo
swshp-SWSH086,Cramorant V,Pokémon,200,,1,SWSH086,aky CG Works,Promo
swshp-SWSH096,Dragapult V,Pokémon,210,,1,SWSH096,aky CG Works,Promo
swshp-SWSH097,Dragapult VMAX,Pokémon,320,Dragapult V,1,SWSH097,aky CG Works,Promo
sm10-195a,Dedenne-GX,Pokémon,160,,1,195a,kanahei,Rare Ultra
swsh5-3,Victreebel,Pokémon,150,Weepinbell,3,3,Tika Matsuno,Rare
swsh5-4,Cacnea,Pokémon,70,,2,4,Kazuma Koda,Common
swsh5-13,Vivillon,Pokémon,120,Spewpa,1,13,miki kudo,Rare
swsh5-15,Lurantis,Pokémon,120,Fomantis,2,15,Anesaki Dynamic,Rare
swsh5-16,Tapu Bulu,Pokémon,130,,2,16,Ryota Murayama,Rare Holo
swsh5-17,Blipbug,Pokémon,50,,1,17,Masakazu Fukuda,Common
swsh5-19,Flapple VMAX,Pokémon,320,Flapple V,3,19,PLANETA Tsuji,Rare Holo VMAX
swsh5-28,Salazzle,Pokémon,90,Salandit,1,28,Shibuzoh.,Rare
swsh5-34,Galarian Mr. Mime,Pokémon,80,,1,34,kodama,Common
swsh5-36,Remoraid,Pokémon,60,,1,36,HYOGONOSUKE,Common
swsh5-39,Crawdaunt,Pokémon,130,Corphish,3,39,Hasegawa Saki,Uncommon
swsh5-45,Electivire,Pokémon,140,Electabuzz,3,45,Megumi Higuchi,Rare
swsh5-47,Luxio,Pokémon,80,Shinx,1,47,Megumi Higuchi,Uncommon
swsh5-53,Boltund,Pokémon,130,Yamper,1,53,chibi,Rare
swsh5-54,Galarian Slowpoke,Pokémon,70,,2,54,Ryota Murayama,Common
swsh5-55,Spoink,Pokémon,60,,1,55,kawayoo,Common
swsh5-58,Claydol,Pokémon,120,Baltoy,2,58,Shibuzoh.,Rare
swsh5-63,Necrozma V,Pokémon,220,,3,63,PLANETA Tsuji,Rare Holo V
swsh5-64,Dottler,Pokémon,70,Blipbug,2,64,Midori Harada,Uncommon
swsh5-65,Orbeetle,Pokémon,110,Dottler,1,65,Mizue,Rare Holo
swsh5-66,Mankey,Pokémon,60,,1,66,Ryuta Fuse,Common
swsh5-68,Onix,Pokémon,110,,4,68,Naoyo Kimura,Common
swsh5-78,Rolycoly,Pokémon,70,,2,78,SATOSHI NAKAI,Common
swsh5-83,Falinks,Pokémon,110,,2,83,Hasuno,Rare
swsh45sv-SV045,Dracozolt,Pokémon,160,Rare Fossil,4,SV045,Shin Nagasawa,Rare Shiny
swsh45-49,Cufant,Pokémon,100,,3,49,0313,Common
swsh45sv-SV046,Arctozolt,Pokémon,130,Rare Fossil,2,SV046,nagimiso,Rare Shiny
swsh45-55,Cramorant VMAX,Pokémon,320,Cramorant V,2,55,PLANETA Tsuji,Rare Holo VMAX
swsh45-57,Ball Guy,Trainer,,,,57,Hitoshi Ariga,Uncommon
swsh45sv-SV053,Polteageist,Pokémon,60,Sinistea,1,SV053,Sanosuke Sakuma,Rare Shiny
swsh45-60,Professor's Research,Trainer,,,,60,Hideki Ishikawa,Rare
swsh45-65,Ball Guy,Trainer,,,,65,Hitoshi Ariga,Rare Ultra
swsh45sv-SV062,Dragapult,Pokémon,150,Drakloak,,SV062,Naoki Saito,Rare Shiny
swsh45sv-SV063,Galarian Farfetch'd,Pokémon,80,,1,SV063,Kagemaru Himeno,Rare Shiny
swsh45-70,Poké Kid,Trainer,,,,70,Sanosuke Sakuma,Rare Ultra
swsh45sv-SV066,Galarian Runerigus,Pokémon,100,Galarian Yamask,2,SV066,Shin Nagasawa,Rare Shiny
swsh45-73,Alcremie VMAX,Pokémon,310,Alcremie V,3,73,5ban Graphics,Rare Rainbow
swsh45sv-SV077,Galarian Weezing,Pokémon,130,Koffing,3,SV077,Kouki Saitou,Rare Shiny
swsh45sv-SV082,Thievul,Pokémon,100,Nickit,1,SV082,Kagemaru Himeno,Rare Shiny
swsh45sv-SV084,Morgrem,Pokémon,90,Impidimp,2,SV084,SATOSHI NAKAI,Rare Shiny
swsh45sv-SV094,Cinccino,Pokémon,90,Minccino,1,SV094,kirisAki,Rare Shiny
swsh45sv-SV096,Swanna,Pokémon,110,Ducklett,,SV096,Kagemaru Himeno,Rare Shiny
swsh45sv-SV097,Bunnelby,Pokémon,40,,1,SV097,Misa Tsutsui,Rare Shiny
swsh45sv-SV102,Corvisquire,Pokémon,80,Rookidee,1,SV102,Masakazu Fukuda,Rare Shiny
swsh45sv-SV104,Dubwool,Pokémon,130,Wooloo,2,SV104,Kouki Saitou,Rare Shiny
swsh45sv-SV106,Rillaboom VMAX,Pokémon,330,Rillaboom V,3,SV106,5ban Graphics,Rare Holo VMAX
swsh45sv-SV114,Indeedee V,Pokémon,180,,2,SV114,5ban Graphics,Rare Holo V
swshp-SWSH061,Pikachu V,Pokémon,190,,1,SWSH061,PLANETA Tsuji,Promo
swshp-SWSH079,Galarian Mr. Rime,Pokémon,120,Galarian Mr. Mime,2,SWSH079,KEIICHIRO ITO,Promo
swshp-SWSH081,Polteageist,Pokémon,60,Sinistea,1,SWSH081,Misa Tsutsui,Promo
swshp-SWSH084,Eldegoss V,Pokémon,180,,1,SWSH084,5ban Graphics,Promo
swshp-SWSH087,Eevee VMAX,Pokémon,300,Eevee V,2,SWSH087,PLANETA Mochizuki,Promo
swshp-SWSH099,Crobat VMAX,Pokémon,300,Crobat V,1,SWSH099,PLANETA Tsuji,Promo
swshp-SWSH100,Venusaur V,Pokémon,220,,3,SWSH100,aky CG Works,Promo
swshp-SWSH101,Blastoise V,Pokémon,220,,3,SWSH101,5ban Graphics,Promo
swsh5-2,Weepinbell,Pokémon,80,Bellsprout,2,2,Shibuzoh.,Uncommon
swsh5-6,Kricketune V,Pokémon,180,,1,6,Satoshi Shirai,Rare Holo V
swsh5-7,Cherubi,Pokémon,50,,1,7,Akira Komayama,Common
swsh5-8,Cherrim,Pokémon,80,Cherubi,2,8,Mina Nakai,Rare Holo
swsh5-18,Flapple V,Pokémon,190,,1,18,PLANETA Mochizuki,Rare Holo V
swsh5-24,Pignite,Pokémon,100,Tepig,3,24,tetsuya koizumi,Uncommon
swsh5-29,Sizzlipede,Pokémon,70,,1,29,Yuka Morii,Common
swsh5-31,Horsea,Pokémon,60,,1,31,Anesaki Dynamic,Common
swsh5-41,Frillish,Pokémon,80,,2,41,miki kudo,Common
swsh5-43,Bruxish,Pokémon,110,,1,43,Misa Tsutsui,Uncommon
swsh5-44,Electabuzz,Pokémon,80,,2,44,Hasuno,Common
swsh5-51,Tapu Koko VMAX,Pokémon,320,Tapu Koko V,1,51,PLANETA Tsuji,Rare Holo VMAX
swsh5-59,Chimecho,Pokémon,70,,1,59,Shibuzoh.,Common
swsh5-61,Meowstic,Pokémon,90,Espurr,1,61,Yuu Nishida,Rare Holo
swsh5-69,Cubone,Pokémon,70,,1,69,You Iribi,Common
swsh5-73,Timburr,Pokémon,80,,2,73,Mina Nakai,Common
swsh5-74,Gurdurr,Pokémon,100,Timburr,3,74,Uta,Uncommon
swsh5-77,Mienshao,Pokémon,90,Mienfoo,1,77,Taira Akitsu,Rare
swsh5-90,Golbat,Pokémon,80,Zubat,1,90,sui,Uncommon
swsh5-92,Galarian Slowbro,Pokémon,130,Galarian Slowpoke,3,92,Mitsuhiro Arita,Rare
swsh5-96,Houndoom,Pokémon,130,Houndour,2,96,Ryota Murayama,Rare Holo
swsh5-103,Pawniard,Pokémon,60,,1,103,otumami,Common
swsh5-109,Corviknight V,Pokémon,210,,1,109,PLANETA Mochizuki,Rare Holo V
swsh5-117,Stoutland V,Pokémon,210,,3,117,Eske Yoshinob,Rare Holo V
swsh5-120,Indeedee,Pokémon,90,,2,120,Saya Tsuruta,Uncommon
swsh5-121,Bruno,Trainer,,,,121,Ken Sugimori,Uncommon
swsh5-122,Camping Gear,Trainer,,,,122,sadaji,Uncommon
swsh5-127,Fan of Waves,Trainer,,,,127,sadaji,Uncommon
swsh5-135,Sordward & Shielbert,Trainer,,,,135,Hideki Ishikawa,Uncommon
swsh5-137,Tower of Darkness,Trainer,,,,137,5ban Graphics,Uncommon
swsh5-138,Tower of Waters,Trainer,,,,138,5ban Graphics,Uncommon
swsh5-139,Urn of Vitality,Trainer,,,,139,Toyste Beach,Uncommon
swsh5-140,Rapid Strike Energy,Energy,,,,140,,Uncommon
swsh5-143,Flapple V,Pokémon,190,,1,143,PLANETA Mochizuki,Rare Ultra
swsh5-145,Empoleon V,Pokémon,210,,2,145,Ayaka Yoshida,Rare Ultra
swsh5-147,Tapu Koko V,Pokémon,210,,1,147,Eske Yoshinob,Rare Ultra
swsh5-149,Necrozma V,Pokémon,220,,3,149,PLANETA Tsuji,Rare Ultra
swsh5-151,Single Strike Urshifu V,Pokémon,220,,2,151,kawayoo,Rare Ultra
swsh5-152,Rapid Strike Urshifu V,Pokémon,220,,2,152,PLANETA Mochizuki,Rare Ultra
swsh5-157,Stoutland V,Pokémon,210,,3,157,Eske Yoshinob,Rare Ultra
swsh5-159,Cheryl,Trainer,,,,159,Yuu Nishida,Rare Ultra
swshp-SWSH092,Charmander,Pokémon,70,,1,SWSH092,Uta,Promo
swshp-SWSH093,Arrokuda,Pokémon,60,,1,SWSH093,tetsuya koizumi,Promo
swshp-SWSH103,Blastoise VMAX,Pokémon,330,Blastoise V,3,SWSH103,5ban Graphics,Promo
swshp-SWSH106,Single Strike Urshifu V,Pokémon,220,,2,SWSH106,5ban Graphics,Promo
swshp-SWSH107,Rapid Strike Urshifu V,Pokémon,220,,2,SWSH107,5ban Graphics,Promo
swsh5-172,Bruno,Trainer,,,,172,Ryuta Fuse,Rare Rainbow
swsh5-175,Phoebe,Trainer,,,,175,Kagemaru Himeno,Rare Rainbow
swsh5-178,Octillery,Pokémon,110,Remoraid,2,178,PLANETA Mochizuki,Rare Secret
swsh5-179,Houndoom,Pokémon,130,Houndour,2,179,PLANETA Mochizuki,Rare Secret
swsh5-181,Level Ball,Trainer,,,,181,Ryo Ueda,Rare Secret
swsh6-8,Celebi VMAX,Pokémon,310,Celebi V,1,8,PLANETA Tsuji,Rare Holo VMAX
swsh6-9,Snover,Pokémon,80,,2,9,Naoki Saito,Common
swsh6-11,Deerling,Pokémon,60,,1,11,Lee HyunJung,Common
swsh6-12,Sawsbuck,Pokémon,110,Deerling,1,12,Sekio,Rare
swsh6-15,Tsareena,Pokémon,140,Steenee,2,15,Yuu Nishida,Rare
swsh6-19,Zarude,Pokémon,130,,2,19,Shin Nagasawa,Rare Holo
swsh6-21,Blaziken VMAX,Pokémon,320,Blaziken V,2,21,AKIRA EGAWA,Rare Holo VMAX
swsh6-26,Scorbunny,Pokémon,60,,1,26,tetsuya koizumi,Common
swsh6-38,Sealeo,Pokémon,110,Spheal,4,38,tetsuya koizumi,Uncommon
swsh6-53,Zeraora V,Pokémon,210,,2,53,chibi,Rare Holo V
swsh6-54,Galarian Slowpoke,Pokémon,70,,2,54,Naoyo Kimura,Common
swsh6-58,Galarian Articuno V,Pokémon,210,,2,58,5ban Graphics,Rare Holo V
swsh6-61,Gardevoir,Pokémon,140,Kirlia,2,61,kodama,Rare Holo
swsh6-63,Banette,Pokémon,80,Shuppet,1,63,Megumi Higuchi,Rare
swsh6-64,Cresselia,Pokémon,120,,1,64,Tika Matsuno,Rare Holo
swsh6-75,Shadow Rider Calyrex VMAX,Pokémon,320,Shadow Rider Calyrex V,2,75,5ban Graphics,Rare Holo VMAX
swsh6-77,Dugtrio,Pokémon,90,Diglett,1,77,Hitoshi Ariga,Rare
swsh6-88,Passimian,Pokémon,110,,1,88,Akira Komayama,Rare
swsh6-89,Sandaconda V,Pokémon,220,,2,89,Shin Nagasawa,Rare Holo V
swsh6-91,Clobbopus,Pokémon,70,,2,91,Yuka Morii,Common
swsh6-92,Grapploct,Pokémon,140,Clobbopus,3,92,Anesaki Dynamic,Rare Holo
swsh6-93,Kubfu,Pokémon,70,,1,93,Kouki Saitou,Common
swsh6-99,Galarian Slowking V,Pokémon,220,,3,99,Mitsuhiro Arita,Rare Holo V
swsh6-100,Galarian Slowking VMAX,Pokémon,320,Galarian Slowking V,3,100,5ban Graphics,Rare Holo VMAX
swsh6-102,Seviper,Pokémon,110,,2,102,Anesaki Dynamic,Rare
swsh6-106,Whirlipede,Pokémon,90,Venipede,3,106,hatachu,Uncommon
swsh6-110,Lairon,Pokémon,100,Aron,3,110,HYOGONOSUKE,Uncommon
swsh6-127,Skwovet,Pokémon,60,,1,127,OKACHEKE,Common
swsh6-134,Doctor,Trainer,,,,134,Megumi Mizutani,Uncommon
swsh6-138,Fire-Resistant Gloves,Trainer,,,,138,Toyste Beach,Uncommon
swsh6-150,Peony,Trainer,,,,150,Ken Sugimori,Uncommon
swsh6-156,Welcoming Lantern,Trainer,,,,156,Studio Bora Inc.,Uncommon
swsh6-158,Lucky Energy,Energy,,,,158,,Uncommon
swsh6-171,Shadow Rider Calyrex V,Pokémon,210,,2,171,5ban Graphics,Rare Ultra
swsh6-176,Galarian Moltres V,Pokémon,220,,2,176,aky CG Works,Rare Ultra
swsh6-178,Galarian Slowking V,Pokémon,220,,3,178,5ban Graphics,Rare Ultra
swsh6-180,Liepard V,Pokémon,190,,1,180,Ayaka Yoshida,Rare Ultra
swsh6-181,Metagross V,Pokémon,220,,3,181,PLANETA Mochizuki,Rare Ultra
swsh6-184,Tornadus V,Pokémon,210,,2,184,PLANETA Mochizuki,Rare Ultra
swsh6-186,Agatha,Trainer,,,,186,NC Empire,Rare Ultra
swsh6-187,Avery,Trainer,,,,187,kirisAki,Rare Ultra
swsh6-190,Doctor,Trainer,,,,190,Sanosuke Sakuma,Rare Ultra
swsh6-192,Honey,Trainer,,,,192,Ryuta Fuse,Rare Ultra
swsh6-193,Karen's Conviction,Trainer,,,,193,Hideki Ishikawa,Rare Ultra
swsh6-195,Melony,Trainer,,,,195,Taira Akitsu,Rare Ultra
swshp-SWSH108,Empoleon V,Pokémon,210,,2,SWSH108,PLANETA Mochizuki,Promo
swshp-SWSH111,Galarian Rapidash V,Pokémon,210,,1,SWSH111,Saki Hayashiro,Promo
swshp-SWSH114,Cresselia,Pokémon,120,,1,SWSH114,Kagemaru Himeno,Promo
swshp-SWSH116,Morpeko,Pokémon,80,,1,SWSH116,Atsushi Furusawa,Promo
swshp-SWSH117,Phanpy,Pokémon,70,,2,SWSH117,Kagemaru Himeno,Promo
swshp-SWSH178,Professor's Research,Trainer,,,,SWSH178,Yusuke Kozaki,Promo
swsh6-203,Ice Rider Calyrex VMAX,Pokémon,320,Ice Rider Calyrex V,2,203,Oswaldo KATO,Rare Rainbow
swsh6-213,Caitlin,Trainer,,,,213,En Morikura,Rare Rainbow
swsh6-214,Doctor,Trainer,,,,214,Sanosuke Sakuma,Rare Rainbow
swsh6-230,Welcoming Lantern,Trainer,,,,230,Studio Bora Inc.,Rare Secret
swsh6-233,Fighting Energy,Energy,,,,233,,Rare Secret
swsh7-6,Tropius,Pokémon,110,,1,6,Oswaldo KATO,Rare
swsh7-9,Petilil,Pokémon,60,,1,9,Mika Pikazo,Common
swsh7-13,Trevenant V,Pokémon,210,,2,13,MUGENUP,Rare Holo V
swsh7-7,Leafeon V,Pokémon,200,,1,7,5ban Graphics,Rare Holo V
swsh7-32,Lotad,Pokémon,60,,1,32,Teeziro,Common
swsh7-22,Litleo,Pokémon,60,,1,22,Misa Tsutsui,Common
swsh7-37,Feebas,Pokémon,30,,1,37,tetsuya koizumi,Common
swsh7-20,Victini,Pokémon,60,,1,20,Teeziro,Rare Holo
swsh7-63,Galarian Articuno,Pokémon,120,,2,63,Kagemaru Himeno,Rare Holo
swsh7-60,Regieleki,Pokémon,120,,2,60,Shin Nagasawa,Rare Holo
swsh7-67,Sableye,Pokémon,70,,1,67,Eri Yamaki,Common
swsh7-81,Hitmonchan,Pokémon,110,,1,81,Uta,Common
swsh7-94,Umbreon V,Pokémon,200,,2,94,5ban Graphics,Rare Holo V
swsh7-92,Lycanroc VMAX,Pokémon,320,Lycanroc V,1,92,Mitsuhiro Arita,Rare Holo VMAX
swsh7-96,Nuzleaf,Pokémon,80,Seedot,1,96,Atsuko Nishida,Uncommon
swsh7-93,Galarian Moltres,Pokémon,120,,2,93,Kazuma Koda,Rare Holo
swsh7-104,Nickit,Pokémon,70,,1,104,Hasegawa Saki,Common
swsh7-107,Bagon,Pokémon,70,,2,107,ryoma uratsuka,Common
swsh7-109,Salamence,Pokémon,170,Shelgon,2,109,kodama,Rare Holo
swsh7-113,Deino,Pokémon,60,,1,113,HYOGONOSUKE,Common
swsh7-110,Rayquaza V,Pokémon,210,,2,110,PLANETA Mochizuki,Rare Holo V
swsh7-117,Noivern V,Pokémon,200,,,117,Ayaka Yoshida,Rare Holo V
swsh7-114,Zweilous,Pokémon,100,Deino,2,114,Akira Komayama,Uncommon
swsh7-123,Duraludon VMAX,Pokémon,330,Duraludon V,3,123,PLANETA Mochizuki,Rare Holo VMAX
swsh7-128,Smeargle,Pokémon,80,,1,128,Kouki Saitou,Rare
swsh7-126,Teddiursa,Pokémon,70,,2,126,Mizue,Common
swsh7-131,Slaking,Pokémon,180,Vigoroth,4,131,Mitsuhiro Arita,Rare Holo
swsh7-138,Fletchling,Pokémon,40,,1,138,Sumiyoshi Kizuki,Common
swsh7-149,Gordie,Trainer,,,,149,take,Uncommon
swsh7-164,Zinnia's Resolve,Trainer,,,,164,Taira Akitsu,Uncommon
swsh7-161,Stormy Mountains,Trainer,,,,161,Toyste Beach,Uncommon
swsh7-163,Toy Catcher,Trainer,,,,163,sadaji,Uncommon
swsh7-169,Flareon V,Pokémon,210,,2,169,5ban Graphics,Rare Ultra
swsh7-174,Glaceon V,Pokémon,210,,2,174,5ban Graphics,Rare Ultra
swsh7-185,Medicham V,Pokémon,210,,2,185,Satoshi Shirai,Rare Ultra
swsh7-187,Lycanroc V,Pokémon,200,,1,187,PLANETA Tsuji,Rare Ultra
swsh7-190,Garbodor V,Pokémon,210,,3,190,aky CG Works,Rare Ultra
swsh7-192,Dragonite V,Pokémon,230,,3,192,Atsushi Furusawa,Rare Ultra
swsh7-199,Aroma Lady,Trainer,,,,199,En Morikura,Rare Ultra
swsh7-200,Copycat,Trainer,,,,200,Sanosuke Sakuma,Rare Ultra
swsh5-91,Crobat,Pokémon,130,Golbat,,91,SATOSHI NAKAI,Rare Holo
swsh5-93,Murkrow,Pokémon,70,,1,93,Aya Kusube,Common
swsh5-98,Morpeko,Pokémon,80,,1,98,NC Empire,Uncommon
swsh5-100,Mawile,Pokémon,90,,1,100,kawayoo,Common
swsh5-101,Bronzor,Pokémon,60,,1,101,Mizue,Common
swsh5-105,Honedge,Pokémon,60,,2,105,sowsow,Common
swsh5-111,Spearow,Pokémon,50,,1,111,Sekio,Common
swsh5-113,Lickitung,Pokémon,110,,4,113,HYOGONOSUKE,Common
swsh5-115,Glameow,Pokémon,60,,1,115,Shigenori Negishi,Common
swsh5-123,Cheryl,Trainer,,,,123,Ken Sugimori,Uncommon
swsh5-126,Exp. Share,Trainer,,,,126,Toyste Beach,Uncommon
swsh5-129,Level Ball,Trainer,,,,129,Ryo Ueda,Uncommon
swsh5-133,Single Strike Scroll of Scorn,Trainer,,,,133,5ban Graphics,Uncommon
swsh5-134,Single Strike Style Mustard,Trainer,,,,134,Mitsuhiro Arita,Uncommon
swsh5-136,Tool Jammer,Trainer,,,,136,inose yukie,Uncommon
swsh5-141,Single Strike Energy,Energy,,,,141,,Uncommon
swsh5-144,Victini V,Pokémon,190,,1,144,Saki Hayashiro,Rare Ultra
swsh5-148,Mimikyu V,Pokémon,160,,2,148,Eske Yoshinob,Rare Ultra
swsh5-154,Tyranitar V,Pokémon,230,,3,154,Ayaka Yoshida,Rare Ultra
swsh5-155,Tyranitar V,Pokémon,230,,3,155,HYOGONOSUKE,Rare Ultra
swsh5-158,Bruno,Trainer,,,,158,Ryuta Fuse,Rare Ultra
swsh5-161,Phoebe,Trainer,,,,161,Kagemaru Himeno,Rare Ultra
swsh5-162,Rapid Strike Style Mustard,Trainer,,,,162,Naoki Saito,Rare Ultra
swsh5-163,Single Strike Style Mustard,Trainer,,,,163,Mitsuhiro Arita,Rare Ultra
swsh5-170,Rapid Strike Urshifu VMAX,Pokémon,330,Rapid Strike Urshifu V,2,170,KIYOTAKA OSHIYAMA,Rare Rainbow
swshp-SWSH088,Cherrim,Pokémon,80,Cherubi,2,SWSH088,Tika Matsuno,Promo
swshp-SWSH094,Jolteon,Pokémon,100,Eevee,,SWSH094,Yuu Nishida,Promo
swshp-SWSH095,Eevee,Pokémon,60,,1,SWSH095,Naoki Saito,Promo
swsh5-169,Rapid Strike Urshifu VMAX,Pokémon,330,Rapid Strike Urshifu V,2,169,PLANETA Tsuji,Rare Rainbow
swsh5-171,Corviknight VMAX,Pokémon,320,Corviknight V,,171,PLANETA Mochizuki,Rare Rainbow
swsh5-176,Rapid Strike Style Mustard,Trainer,,,,176,Naoki Saito,Rare Rainbow
swsh6-1,Weedle,Pokémon,40,,1,1,Sanosuke Sakuma,Common
swsh6-2,Kakuna,Pokémon,80,Weedle,3,2,nagimiso,Uncommon
swsh6-3,Beedrill,Pokémon,130,Kakuna,1,3,Misa Tsutsui,Rare Holo
swsh6-5,Ledian,Pokémon,90,Ledyba,1,5,Sekio,Uncommon
swsh6-7,Celebi V,Pokémon,190,,1,7,AKIRA EGAWA,Rare Holo V
swsh6-10,Abomasnow,Pokémon,140,Snover,3,10,Akira Komayama,Rare
swsh6-14,Steenee,Pokémon,80,Bounsweet,1,14,Tomokazu Komiya,Uncommon
swsh6-18,Rillaboom,Pokémon,180,Thwackey,3,18,Hitoshi Ariga,Rare Holo
swsh6-24,Volcarona,Pokémon,130,Larvesta,2,24,Mika Pikazo,Rare
swsh6-29,Lapras,Pokémon,110,,1,29,Atsushi Furusawa,Common
swsh6-33,Castform Rainy Form,Pokémon,70,,,33,sowsow,Common
swsh6-35,Snorunt,Pokémon,60,,1,35,Kouki Saitou,Common
swsh6-36,Froslass,Pokémon,90,Snorunt,1,36,Souichirou Gunjima,Rare Holo
swsh6-39,Walrein,Pokémon,170,Sealeo,4,39,KEIICHIRO ITO,Rare
swsh6-40,Tapu Fini,Pokémon,120,,1,40,Shin Nagasawa,Rare Holo
swsh6-44,Rapid Strike Urshifu,Pokémon,140,Kubfu,2,44,Naoki Saito,Rare Holo
swsh6-66,Golurk,Pokémon,150,Golett,4,66,Teeziro,Rare
swsh6-67,Swirlix,Pokémon,60,,1,67,Shibuzoh.,Common
swsh6-68,Slurpuff,Pokémon,110,Swirlix,2,68,Saya Tsuruta,Rare
swsh6-73,Hatterene,Pokémon,130,Hattrem,1,73,chibi,Rare Holo
swsh6-76,Diglett,Pokémon,50,,1,76,Souichirou Gunjima,Common
swsh6-80,Galarian Zapdos V,Pokémon,200,,1,80,5ban Graphics,Rare Holo V
swsh6-81,Gallade,Pokémon,170,Kirlia,2,81,NC Empire,Rare
swsh6-82,Galarian Yamask,Pokémon,60,,2,82,SATOSHI NAKAI,Common
swsh6-85,Crabominable,Pokémon,150,Crabrawler,4,85,Shigenori Negishi,Uncommon
swsh6-86,Rockruff,Pokémon,70,,1,86,Yuu Nishida,Common
swsh6-87,Lycanroc,Pokémon,120,Rockruff,2,87,Teeziro,Rare Holo
swsh6-90,Sandaconda VMAX,Pokémon,320,Sandaconda V,3,90,aky CG Works,Rare Holo VMAX
swsh6-98,Galarian Slowking,Pokémon,120,Galarian Slowpoke,3,98,Naoki Saito,Rare Holo
swsh6-103,Spiritomb,Pokémon,70,,1,103,Shibuzoh.,Rare
swsh6-107,Scolipede,Pokémon,160,Whirlipede,3,107,Megumi Higuchi,Rare
swsh6-109,Aron,Pokémon,70,,2,109,Kyoko Umemoto,Common
swsh6-114,Cobalion,Pokémon,120,,2,114,Kazuma Koda,Rare Holo
swsh6-121,Castform,Pokémon,70,,,121,Asako Ito,Common
swsh6-122,Kecleon,Pokémon,90,,2,122,KIYOTAKA OSHIYAMA,Rare
swsh6-131,Brawly,Trainer,,,,131,Megumi Mizutani,Uncommon
swsh6-135,Dyna Tree Hill,Trainer,,,,135,Oswaldo KATO,Uncommon
swsh6-139,Flannery,Trainer,,,,139,Megumi Mizutani,Uncommon
swsh6-143,Justified Gloves,Trainer,,,,143,Toyste Beach,Uncommon
swsh6-144,Karen's Conviction,Trainer,,,,144,Ken Sugimori,Uncommon
swsh6-149,Peonia,Trainer,,,,149,kirisAki,Uncommon
swsh6-153,Siebold,Trainer,,,,153,Ken Sugimori,Uncommon
swsh6-155,Weeding Gloves,Trainer,,,,155,Toyste Beach,Uncommon
swsh6-157,Impact Energy,Energy,,,,157,,Uncommon
swsh6-159,Spiral Energy,Energy,,,,159,,Uncommon
swsh6-160,Celebi V,Pokémon,190,,1,160,PLANETA Tsuji,Rare Ultra
swsh6-161,Blaziken V,Pokémon,210,,2,161,Ayaka Yoshida,Rare Ultra
swsh6-165,Zeraora V,Pokémon,210,,2,165,PLANETA Tsuji,Rare Ultra
swsh6-172,Shadow Rider Calyrex V,Pokémon,210,,2,172,kodama,Rare Ultra
swsh6-175,Sandaconda V,Pokémon,220,,2,175,PLANETA Tsuji,Rare Ultra
swsh6-179,Galarian Slowking V,Pokémon,220,,3,179,Tomokazu Komiya,Rare Ultra
swsh6-182,Blissey V,Pokémon,250,,4,182,Saki Hayashiro,Rare Ultra
swsh6-183,Blissey V,Pokémon,250,,4,183,Saya Tsuruta,Rare Ultra
swsh6-188,Brawly,Trainer,,,,188,Sanosuke Sakuma,Rare Ultra
swsh6-189,Caitlin,Trainer,,,,189,En Morikura,Rare Ultra
swsh6-191,Flannery,Trainer,,,,191,Ryuta Fuse,Rare Ultra
swsh6-194,Klara,Trainer,,,,194,Naoki Saito,Rare Ultra
swshp-SWSH112,Cinderace,Pokémon,170,Raboot,1,SWSH112,Anesaki Dynamic,Promo
swshp-SWSH113,Inteleon,Pokémon,150,Drizzile,1,SWSH113,AKIRA EGAWA,Promo
swshp-SWSH115,Passimian,Pokémon,110,,1,SWSH115,Teeziro,Promo
swsh6-199,Celebi VMAX,Pokémon,310,Celebi V,1,199,PLANETA Tsuji,Rare Rainbow
swsh6-201,Blaziken VMAX,Pokémon,320,Blaziken V,2,201,Shigenori Negishi,Rare Rainbow
swsh6-217,Klara,Trainer,,,,217,Naoki Saito,Rare Rainbow
swsh6-218,Melony,Trainer,,,,218,Taira Akitsu,Rare Rainbow
swsh6-219,Peonia,Trainer,,,,219,kirisAki,Rare Rainbow
swsh6-222,Electrode,Pokémon,90,Voltorb,1,222,Ryo Ueda,Rare Secret
swsh6-225,Echoing Horn,Trainer,,,,225,Studio Bora Inc.,Rare Secret
swsh6-226,Fan of Waves,Trainer,,,,226,sadaji,Rare Secret
swsh6-228,Rugged Helmet,Trainer,,,,228,sadaji,Rare Secret
swsh6-229,Urn of Vitality,Trainer,,,,229,Toyste Beach,Rare Secret
swsh6-232,Psychic Energy,Energy,,,,232,,Rare Secret
swsh7-4,Jumpluff,Pokémon,90,Skiploom,,4,Tika Matsuno,Rare Holo
swsh7-1,Pinsir,Pokémon,120,,2,1,Shin Nagasawa,Rare
swsh7-11,Dwebble,Pokémon,60,,2,11,Shigenori Negishi,Common
